PROP LT (K),PROP ST (K),Scheil_T,Scheil_fs,Stable Phases,EQUIL Solidus H (J/mol),EQUIL Solidus H (J),EQUIL Liquidus H (J/mol),EQUIL Liquidus H (J),EQUIL Mass (g/mol),Latent Heat Fusion (J),Crack Coefficient,Kou Criteria,Prop RT Density (g/cm3),Prop RT Thermal conductivity (W/(mK)),Prop RT Electric resistivity (Ohm m),Prop RT Electric conductivity (S/m),Prop RT Heat capacity (J/(mol K)),Prop RT Thermal resistivity (mK/W),Prop RT Thermal diffusivity (m2/s),Prop Solidus Density (g/cm3),Prop Solidus Thermal conductivity (W/(mK)),Prop Solidus Electric resistivity (Ohm m),Prop Solidus Electric conductivity (S/m),Prop Solidus Heat capacity (J/(mol K)),Prop Solidus Thermal resistivity (mK/W),Prop Solidus Thermal diffusivity (m2/s),Prop Liquidus Density (g/cm3),Prop Liquidus Thermal conductivity (W/(mK)),Prop Liquidus Electric resistivity (Ohm m),Prop Liquidus Electric conductivity (S/m),Prop Liquidus Heat capacity (J/(mol K)),Prop Liquidus Thermal resistivity (mK/W),Prop Liquidus Thermal diffusivity (m2/s),EQUIL RT Surface Tension (N/m),EQUIL RT Thermal Conductivity (W/mK),EQUIL RT Density (g/cc),EQUIL RT DVIS (Pa-s),EQUIL RT KVIS (m2/s),EQUIL Solidus Surface Tension (N/m),EQUIL Solidus Thermal Conductivity (W/mK),EQUIL Solidus Density (g/cc),EQUIL Solidus DVIS (Pa-s),EQUIL Solidus KVIS (m2/s),EQUIL Liquidus Surface Tension (N/m),EQUIL Liquidus Thermal Conductivity (W/mK),EQUIL Liquidus Density (g/cc),EQUIL Liquidus DVIS (Pa-s),EQUIL Lquidus KVIS (m2/s),"PROP Thermal Cond,RT_S (mK/W)","PROP Thermal Cond,RT_L (mK/W)",Prop AVG Thermal conductivity (W/(mK)),Comp_point,W,Ta,Mo,Nb,Zr,Ti,Unit [at% or wt%],Database,EQUIL RT H (J/mol),EQUIL RT H (J)
3695.006105,3695.006105,[3695.006105],[-0.0],"LIQUID, BCC_B2#1",169094.28984023267,169094.28984023267,169094.28984023267,169094.28984023267,183.84,0.0,0.0,0.0,19.25,173.0,5.3e-08,18867924.528301887,24.3,0.005780346820809248,6.799063652396986e-05,18.865,114.2343893835,1.25013349426e-07,7999145.72796833,26.730000000000004,0.008753931328357412,4.1646749209686045e-05,17.9025,69.2,1.4301668678249998e-07,6992191.068730334,27.945,0.014450867052023121,2.542894306646839e-05,2.5,173.0,19.25,0.08,4.155844155844156e-06,2.45,114.2343893835,18.865,0.016,8.481314603763584e-07,2.375,69.2,17.9025,0.008,4.4686496299399525e-07,0.006962954555311644,0.008257638315441783,118.81146312783333,0,100.0,0.0,0.0,0.0,0.0,0.0,at%,TCHEA8,,
3269.105241,3012.009616,"[3012.009616, 3013.009616, 3014.009616, 3015.009616, 3016.009616, 3017.009616, 3018.009616, 3019.009616, 3020.009616, 3021.009616, 3022.009616, 3023.009616, 3024.009616, 3025.009616, 3026.009616, 3027.009616, 3028.009616, 3029.009616, 3030.009616, 3031.009616, 3032.009616, 3033.009616, 3034.009616, 3035.009616, 3036.009616, 3037.009616, 3038.009616, 3039.009616, 3040.009616, 3041.009616, 3042.009616, 3043.009616, 3044.009616, 3045.009616, 3046.009616, 3047.009616, 3048.009616, 3049.009616, 3050.009616, 3051.009616, 3052.009616, 3053.009616, 3054.009616, 3055.009616, 3056.009616, 3057.009616, 3058.009616, 3059.009616, 3060.009616, 3061.009616, 3062.009616, 3063.009616, 3064.009616, 3065.009616, 3066.009616, 3067.009616, 3068.009616, 3069.009616, 3070.009616, 3071.009616, 3072.009616, 3073.009616, 3074.009616, 3075.009616, 3076.009616, 3077.009616, 3078.009616, 3079.009616, 3080.009616, 3081.009616, 3082.009616, 3083.009616, 3084.009616, 3085.009616, 3086.009616, 3087.009616, 3088.009616, 3089.009616, 3090.009616, 3091.009616, 3092.009616, 3093.009616, 3094.009616, 3095.009616, 3096.009616, 3097.009616, 3098.009616, 3099.009616, 3100.009616, 3101.009616, 3102.009616, 3103.009616, 3104.009616, 3105.009616, 3106.009616, 3107.009616, 3108.009616, 3109.009616, 3110.009616, 3111.009616, 3112.009616, 3113.009616, 3114.009616, 3115.009616, 3116.009616, 3117.009616, 3118.009616, 3119.009616, 3120.009616, 3121.009616, 3122.009616, 3123.009616, 3124.009616, 3125.009616, 3126.009616, 3127.009616, 3128.009616, 3129.009616, 3130.009616, 3131.009616, 3132.009616, 3133.009616, 3134.009616, 3135.009616, 3136.009616, 3137.009616, 3138.009616, 3139.009616, 3140.009616, 3141.009616, 3142.009616, 3143.009616, 3144.009616, 3145.009616, 3146.009616, 3147.009616, 3148.009616, 3149.009616, 3150.009616, 3151.009616, 3152.009616, 3153.009616, 3154.009616, 3155.009616, 3156.009616, 3157.009616, 3158.009616, 3159.009616, 3160.009616, 3161.009616, 3162.009616, 3163.009616, 3164.009616, 3165.009616, 3166.009616, 3167.009616, 3168.009616, 3169.009616, 3170.009616, 3171.009616, 3172.009616, 3173.009616, 3174.009616, 3175.009616, 3176.009616, 3177.009616, 3178.009616, 3179.009616, 3180.009616, 3181.009616, 3182.009616, 3183.009616, 3184.009616, 3185.009616, 3186.009616, 3187.009616, 3188.009616, 3189.009616, 3190.009616, 3191.009616, 3192.009616, 3193.009616, 3194.009616, 3195.009616, 3196.009616, 3197.009616, 3198.009616, 3199.009616, 3200.009616, 3201.009616, 3202.009616, 3203.009616, 3204.009616, 3205.009616, 3206.009616, 3207.009616, 3208.009616, 3209.009616, 3210.009616, 3211.009616, 3212.009616, 3213.009616, 3214.009616, 3215.009616, 3216.009616, 3217.009616, 3218.009616, 3219.009616, 3220.009616, 3221.009616, 3222.009616, 3223.009616, 3224.009616, 3225.009616, 3226.009616, 3227.009616, 3228.009616, 3229.009616, 3230.009616, 3231.009616, 3232.009616, 3233.009616, 3234.009616, 3235.009616, 3236.009616, 3237.009616, 3238.009616, 3239.009616, 3240.009616, 3241.009616, 3242.009616, 3243.009616, 3244.009616, 3245.009616, 3246.009616, 3247.009616, 3248.009616, 3249.009616, 3250.009616, 3251.009616, 3252.009616, 3253.009616, 3254.009616, 3255.009616, 3256.009616, 3257.009616, 3258.009616, 3259.009616, 3260.009616, 3261.009616, 3262.009616, 3263.009616, 3264.009616, 3265.009616, 3266.009616, 3267.009616, 3268.009616, 3269.009616, 3269.105241]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]","LIQUID, BCC_B2#1",80100.75194421099,80100.75194421099,135015.5460059848,135015.5460059848,153.5791464207,54914.794061773806,0.0786440343906935,257.0956250000004,15.40665126,122.8332105,8.1666585e-08,12244910.204093877,24.599975399999998,0.008141120759845319,4.977429618157065e-05,15.0985182348,89.49800155204228,1.7031924380325258e-07,5871327.148182788,27.05997294,0.011173433849453152,3.364216229069748e-05,14.328185671800002,49.133284200000006,2.0298046936016102e-07,4926582.36111198,28.289971709999996,0.020352801899613294,1.8615912550377054e-05,2.2999977,122.8332105,15.40665126,0.06666659999999999,4.327131112072696e-06,2.253997746,89.49800155204228,15.0985182348,0.01333332,8.830879820556522e-07,2.184997815,49.133284200000006,14.328185671800002,0.00666666,4.6528291527663385e-07,0.009419246377728964,0.011630172514064742,87.1548320840141,21,33.3333,33.3333,33.3333,0.0,0.0,0.0,at%,TCHEA8,-9758.499552408664,-9758.499552408664
3234.018192,2977.922567,"[2977.922567, 2978.922567, 2979.922567, 2980.922567, 2981.922567, 2982.922567, 2983.922567, 2984.922567, 2985.922567, 2986.922567, 2987.922567, 2988.922567, 2989.922567, 2990.922567, 2991.922567, 2992.922567, 2993.922567, 2994.922567, 2995.922567, 2996.922567, 2997.922567, 2998.922567, 2999.922567, 3000.922567, 3001.922567, 3002.922567, 3003.922567, 3004.922567, 3005.922567, 3006.922567, 3007.922567, 3008.922567, 3009.922567, 3010.922567, 3011.922567, 3012.922567, 3013.922567, 3014.922567, 3015.922567, 3016.922567, 3017.922567, 3018.922567, 3019.922567, 3020.922567, 3021.922567, 3022.922567, 3023.922567, 3024.922567, 3025.922567, 3026.922567, 3027.922567, 3028.922567, 3029.922567, 3030.922567, 3031.922567, 3032.922567, 3033.922567, 3034.922567, 3035.922567, 3036.922567, 3037.922567, 3038.922567, 3039.922567, 3040.922567, 3041.922567, 3042.922567, 3043.922567, 3044.922567, 3045.922567, 3046.922567, 3047.922567, 3048.922567, 3049.922567, 3050.922567, 3051.922567, 3052.922567, 3053.922567, 3054.922567, 3055.922567, 3056.922567, 3057.922567, 3058.922567, 3059.922567, 3060.922567, 3061.922567, 3062.922567, 3063.922567, 3064.922567, 3065.922567, 3066.922567, 3067.922567, 3068.922567, 3069.922567, 3070.922567, 3071.922567, 3072.922567, 3073.922567, 3074.922567, 3075.922567, 3076.922567, 3077.922567, 3078.922567, 3079.922567, 3080.922567, 3081.922567, 3082.922567, 3083.922567, 3084.922567, 3085.922567, 3086.922567, 3087.922567, 3088.922567, 3089.922567, 3090.922567, 3091.922567, 3092.922567, 3093.922567, 3094.922567, 3095.922567, 3096.922567, 3097.922567, 3098.922567, 3099.922567, 3100.922567, 3101.922567, 3102.922567, 3103.922567, 3104.922567, 3105.922567, 3106.922567, 3107.922567, 3108.922567, 3109.922567, 3110.922567, 3111.922567, 3112.922567, 3113.922567, 3114.922567, 3115.922567, 3116.922567, 3117.922567, 3118.922567, 3119.922567, 3120.922567, 3121.922567, 3122.922567, 3123.922567, 3124.922567, 3125.922567, 3126.922567, 3127.922567, 3128.922567, 3129.922567, 3130.922567, 3131.922567, 3132.922567, 3133.922567, 3134.922567, 3135.922567, 3136.922567, 3137.922567, 3138.922567, 3139.922567, 3140.922567, 3141.922567, 3142.922567, 3143.922567, 3144.922567, 3145.922567, 3146.922567, 3147.922567, 3148.922567, 3149.922567, 3150.922567, 3151.922567, 3152.922567, 3153.922567, 3154.922567, 3155.922567, 3156.922567, 3157.922567, 3158.922567, 3159.922567, 3160.922567, 3161.922567, 3162.922567, 3163.922567, 3164.922567, 3165.922567, 3166.922567, 3167.922567, 3168.922567, 3169.922567, 3170.922567, 3171.922567, 3172.922567, 3173.922567, 3174.922567, 3175.922567, 3176.922567, 3177.922567, 3178.922567, 3179.922567, 3180.922567, 3181.922567, 3182.922567, 3183.922567, 3184.922567, 3185.922567, 3186.922567, 3187.922567, 3188.922567, 3189.922567, 3190.922567, 3191.922567, 3192.922567, 3193.922567, 3194.922567, 3195.922567, 3196.922567, 3197.922567, 3198.922567, 3199.922567, 3200.922567, 3201.922567, 3202.922567, 3203.922567, 3204.922567, 3205.922567, 3206.922567, 3207.922567, 3208.922567, 3209.922567, 3210.922567, 3211.922567, 3212.922567, 3213.922567, 3214.922567, 3215.922567, 3216.922567, 3217.922567, 3218.922567, 3219.922567, 3220.922567, 3221.922567, 3222.922567, 3223.922567, 3224.922567, 3225.922567, 3226.922567, 3227.922567, 3228.922567, 3229.922567, 3230.922567, 3231.922567, 3232.922567, 3233.922567, 3234.018192]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]","LIQUID, BCC_B2#1",77046.07987074608,77046.07987074608,127408.37716578382,127408.37716578382,152.56460410191,50362.297295037744,0.07918805949623425,256.0956249999999,14.836651830000001,94.7332386,1.1333322e-07,8823538.23530294,24.766641899999996,0.010555957072494722,3.933264396677083e-05,14.5399187934,69.34688520166546,2.3481612155431032e-07,4258651.379559181,27.243306089999997,0.014420258344580755,2.670908157495155e-05,13.798086201900002,37.89329544,2.7969891784746915e-07,3575273.0389373167,28.481638184999994,0.026389892681236805,1.4710666280232192e-05,2.1999978,94.7332386,14.836651830000001,0.06333327,4.268703662098404e-06,2.155997844,69.34688520166546,14.5399187934,0.012666654,8.711640126731438e-07,2.0899979099999997,37.89329544,13.798086201900002,0.006333327,4.5900039377402195e-07,0.01218916681472969,0.015079938674992457,67.32447308055517,22,33.3333,33.3333,0.0,33.3333,0.0,0.0,at%,TCHEA8,-6779.959622160217,-6779.959622160217
